version: 4,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
題組,類別,"題型:
(1)是非
(2)單選
(3)複選
(4)填充
(5)問答
(6)說明",題目,"答案
若為是非題:
(1)答案為是
(2)答案為否","解說
(說明沒有解說)","難易度:
(1)容易
(2)適中
(3)困難",選項1,選項2,選項3,選項4,,,,,,,,,,,,,,,,,分數 (僅支援自訂配分)
,,2,,1,無,2,,,,,,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`$\cos\frac{2𝜋}{5}$`</span></div>",2,Let $𝜔=e^{i\frac{2𝜋}{5}}=\cos\frac{2𝜋}{5}+i\sin\frac{2𝜋}{5}$ .,2,"<div><span class=""fs-equation"">`$\frac{-1-\sqrt{5}}{4}$`</span></div>","<div><span class=""fs-equation"">`$\frac{-1+\sqrt{5}}{4}$`</span></div>","<div><span class=""fs-equation"">`$\frac{1-\sqrt{5}}{4}$`</span></div>","<div><span class=""fs-equation"">`$\frac{1+\sqrt{5}}{4}$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`If $x<y$ and $n$ is odd, what could we say about  $x^n<y^n$ ?`</span></div>",3,"Discuss three cases $0≤x<y$ , $x<0<y$ , and $x<y≤0$ seperately.",2,"<div><span class=""fs-equation"">`$x^n<y^n$ never true`</span></div>","<div><span class=""fs-equation"">`$x^n<y^n$ sometimes true and sometimes false`</span></div>","<div><span class=""fs-equation"">`$x^n<y^n$ always true`</span></div>",,,,,,,,,,,,,,,,,,0
,,1,"<div><span class=""fs-equation"">`  If $x=f(t){\rm \; and\; }y=g(t)$, then we can find a function $h$ such that $y=h(x)$.  `</span></div>",1,​,2,,,,,,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`若$z_{1} =2+3i,\; z_{2} =4-7i$，則$\frac{\left|z_{1} \right|}{\left|z_{2} \right|}$=`</span></div>",1,​,2,"<div><span class=""fs-equation"">`$\frac{1}{\sqrt{5} }$`</span></div>","<div><span class=""fs-equation"">`$\frac{1}{5}$`</span></div>","<div><span class=""fs-equation"">`$\sqrt{5}$`</span></div>","<div><span class=""fs-equation"">` $5$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`1到100之中，為2的倍數但不為3且不為5的倍數有幾個`</span></div>",3,​,2,"<div><span class=""fs-equation"">`30`</span></div>","<div><span class=""fs-equation"">`23`</span></div>","<div><span class=""fs-equation"">`27`</span></div>","<div><span class=""fs-equation"">`24`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`若$f\left(x\right)=\left\{\begin{array}{c} {x^{3} +1,\quad x\le 0} \\ {2+x,\quad 0<x<2} \\ {4,\quad x\ge 2} \end{array}\right.$，則 $f\left(f\left(0\right)\right)+f\left(f\left(3\right)\right)$=?`</span></div>",4,​,2,"<div><span class=""fs-equation"">`1`</span></div>","<div><span class=""fs-equation"">`3`</span></div>","<div><span class=""fs-equation"">`5`</span></div>","<div><span class=""fs-equation"">`7`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">` 設 x 與  y 均為實數，則$\left|x-y\right|=\left|x\right|+\left|y\right|$成立的充分必要條件是：`</span></div>",2,​,2,"<div><span class=""fs-equation"">`$xy\ge 0$`</span></div>","<div><span class=""fs-equation"">`$xy\le 0$`</span></div>","<div><span class=""fs-equation"">`$xy>0$`</span></div>","<div><span class=""fs-equation"">`$xy<0$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`一自然數$\textit{n}$以3除之餘2，以5除之餘3，以7除之餘4，則此種$\textit{n}$介於400至1000共有多少個`</span></div>",2,​,2,"<div><span class=""fs-equation"">`5`</span></div>","<div><span class=""fs-equation"">`6`</span></div>","<div><span class=""fs-equation"">`7`</span></div>","<div><span class=""fs-equation"">`8`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`$\sqrt[{3}]{5+2\sqrt{13} } +\sqrt[{3}]{5-2\sqrt{13} }$=`</span></div>",3,​,2,"<div><span class=""fs-equation"">`10`</span></div>","<div><span class=""fs-equation"">`-3`</span></div>","<div><span class=""fs-equation"">`1`</span></div>","<div><span class=""fs-equation"">`2/3`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`將二次函數$y=2x^{2}$的圖形向右平移3單位，再向下平移一單位，則可得新圖形之函數`</span></div>",1,​,2,"<div><span class=""fs-equation"">`$y=2\left(x-3\right)^{2} -1$`</span></div>","<div><span class=""fs-equation"">`$y=2\left(x-3\right)^{2} +1$`</span></div>","<div><span class=""fs-equation"">`$y=2\left(x+3\right)^{2} -1$`</span></div>","<div><span class=""fs-equation"">` $y=2\left(x+3\right)^{2} +1$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`Let$f\left(x\right)=\left(1+\frac{2}{x} \right)\sqrt{x+6}$`</span></div>",1,​,2,"<div><span class=""fs-equation"">`$x\in \left[-6,0\right)\bigcup \left(0,\infty \right)$`</span></div>","<div><span class=""fs-equation"">`$x\in \left[-5,0\right)\bigcup \left(0,\infty \right)$`</span></div>","<div><span class=""fs-equation"">`$x\in \left[-4,0\right)\bigcup \left(0,\infty \right)$`</span></div>","<div><span class=""fs-equation"">`$x\in \left[-3,0\right)\bigcup \left(0,\infty \right)$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">` Find the domain of the function.`</span></div>",2,​,1,"<div><span class=""fs-equation"">`$\{ x|x\ne {\textstyle\frac{1}{2}} \} =(-\infty ,{\textstyle\frac{1}{2}} )\bigcup ({\textstyle\frac{1}{2}} ,\infty )$.`</span></div>","<div><span class=""fs-equation"">`$\{ x|x\ne {\textstyle\frac{1}{3}} \} =(-\infty ,{\textstyle\frac{1}{3}} )\bigcup ({\textstyle\frac{1}{3}} ,\infty )$.`</span></div>","<div><span class=""fs-equation"">`$\{ x|x\ne {\textstyle\frac{1}{4}} \} =(-\infty ,{\textstyle\frac{1}{4}} )\bigcup ({\textstyle\frac{1}{4}} ,\infty )$.`</span></div>","<div><span class=""fs-equation"">`$\{ x|x\ne {\textstyle\frac{1}{5}} \} =(-\infty ,{\textstyle\frac{1}{5}} )\bigcup ({\textstyle\frac{1}{5}} ,\infty )$.`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`下列何者為$y=\sqrt{\frac{x}{2-x} }$函數的定義域?`</span></div>",4,​,2,"<div><span class=""fs-equation"">`$-2\le x\le 0$`</span></div>","<div><span class=""fs-equation"">`$-2\le x<2$`</span></div>","<div><span class=""fs-equation"">`$2\le x$`</span></div>","<div><span class=""fs-equation"">`$0\le x<2$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`Pair ( a ) ( b ) ( c ) ( d ) with ( e ) ( f ) ( g ) ( h ).`</span></div>",3,​,2,"<div><span class=""fs-equation"">`pair ( a ) with ( g )`</span></div>","<div><span class=""fs-equation"">`pair ( a ) with ( f )`</span></div>","<div><span class=""fs-equation"">`pair ( a ) with ( e )`</span></div>","<div><span class=""fs-equation"">`pair ( a ) with ( h )`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`已知$f\left(x\right)=\frac{1}{2} \left(x+\left|x\right|\right)$；$g\left(x\right)=\left\{\begin{array}{c} {1;\quad 1<x} \\ {2;\quad 0\le x\le 1} \\ {3;\quad x<0} \end{array}\right.$ ，`</span></div>",3,​,2,"<div><span class=""fs-equation"">`$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {0;\quad -1<x} \\ {1;\quad -5\le x\le -1} \\ {3;\quad x<-5} \end{array}\right.$`</span></div>","<div><span class=""fs-equation"">`$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {4;\quad 1<x} \\ {1;\quad -1\le x\le 1} \\ {3;\quad x<-1} \end{array}\right.$`</span></div>","<div><span class=""fs-equation"">`$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {1;\quad 1<x} \\ {2;\quad 0\le x\le 1} \\ {3;\quad x<0} \end{array}\right.$`</span></div>","<div><span class=""fs-equation"">`$f\left(g\left(x\right)\right)=\left\{\begin{array}{c} {-1;\quad 1<x} \\ {0;\quad 0\le x\le 1} \\ {1;\quad x<0} \end{array}\right.$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`已知$F\left(x\right)=x^{2}+\frac{1}{x^{2}}$；$g\left(x\right)=x+\frac{1}{x}$ ，`</span></div>",1,​,2,"<div><span class=""fs-equation"">`$f\left(x\right)=x^{2} -2$`</span></div>","<div><span class=""fs-equation"">`$f\left(x\right)=x^{4} +x^{2} +1$`</span></div>","<div><span class=""fs-equation"">`$f\left(x\right)=x -1$`</span></div>","<div><span class=""fs-equation"">`$f\left(x\right)=x^{3} -2x +5$`</span></div>",,,,,,,,,,,,,,,,,0
,,1,"<div><span class=""fs-equation"">`If $y$ is a function of $t$ and $x$ is a function of $t$, then $y$ is a function of $x$.`</span></div>",1,​,2,,,,,,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`The endpoint of a moveable rod of length 1 meter have coordinates ($\textit{x}$, 0) and (0, y) (see figure on the left).  The position of the end on the $\textit{x}$-axis is $x(t)=\sin \frac{\pi }{3} t$ where $\textit{t}$ is the time in seconds.  What is the lowest point reached by the end of the rod on the y-axis?![8.jpg](/api/upload-pics/610c86cc7f8f923f855cc9e2/162916890636989445.jpg)`</span></div>",3,​,2,"<div><span class=""fs-equation"">`$-0.3$`</span></div>","<div><span class=""fs-equation"">`$-0.5$`</span></div>","<div><span class=""fs-equation"">`$-1$`</span></div>","<div><span class=""fs-equation"">`$-1.2$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`The endpoint of a moveable rod of length 1 meter have coordinates ($\textit{x}$, 0) and (0, y) (see figure on the left).  The position of the end on the $\textit{x}$-axis is $x(t)=\sin \frac{\pi }{3} t$ where $\textit{t}$ is the time in seconds. Find the time of the complete cycle of the rod.![8.jpg](/api/upload-pics/610c86cc7f8f923f855cc9e2/162916884625860698.jpg)`</span></div>",2,​,2,"<div><span class=""fs-equation"">`$t=3$ (sec)`</span></div>","<div><span class=""fs-equation"">`$t=6$ (sec)`</span></div>","<div><span class=""fs-equation"">`$t=4$ (sec)`</span></div>","<div><span class=""fs-equation"">`$t=8$ (sec)`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`$f\left(x\right)=\log _{\frac{1}{3} } \left(x^{2} -x+1\right)-\log _{\frac{1}{3} } \left(x^{2} +x+1\right)$ $x\in R$，求$f\left(x\right)$之值域為何？`</span></div>",2,​,3,"<div><span class=""fs-equation"">` $\log _{\frac{1}{3} } \left(\frac{x^{2} +x+1}{x^{2} -x+1} \right)$`</span></div>","<div><span class=""fs-equation"">` $\log _{\frac{1}{3} } \left(\frac{x^{2} -x+1}{x^{2} +x+1} \right)$`</span></div>","<div><span class=""fs-equation"">` $\log _{ } \left(\frac{x^{2} +x+1}{x^{2} -x+1} \right)$`</span></div>","<div><span class=""fs-equation"">` $\log _{ } \left(\frac{x^{2} -x+1}{x^{2} +x+1} \right)$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`For the function $f$ whose graph is given, what is $f\left(-1\right)$? ![6.png](/api/upload-pics/610c86cc7f8f923f855cc9e2/162857541599274095.png)`</span></div>",2,​,2,"<div><span class=""fs-equation"">`$1$`</span></div>","<div><span class=""fs-equation"">`$2$`</span></div>","<div><span class=""fs-equation"">`$3$`</span></div>","<div><span class=""fs-equation"">`Does not exist`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`已知$f\left(x\right)=\left\{\begin{array}{c} {1;\quad x>0} \\ {0;\quad x\le 0} \end{array}\right.$ ，$g\left(x\right)=\left\{\begin{array}{c} {0;\quad x>0} \\ {1;\quad x\le 0} \end{array}\right.$，則$f\left(g\left(x\right)\right)$為何?`</span></div>",2,​,2,"<div><span class=""fs-equation"">`$f\left(x\right)$`</span></div>","<div><span class=""fs-equation"">`$g\left(x\right)$`</span></div>","<div><span class=""fs-equation"">`$g\left(f\left(x\right)\right)$`</span></div>","<div><span class=""fs-equation"">`$f\left(x-1\right)$`</span></div>",,,,,,,,,,,,,,,,,0
,,2,"<div><span class=""fs-equation"">`已知$f\left(x\right)=\frac{x}{1-x}$ ，則$f\left(f\left(x\right)\right)$為何?`</span></div>",2,​,2,"<div><span class=""fs-equation"">`$\frac{2x}{1-2x}$`</span></div>","<div><span class=""fs-equation"">`$\frac{x}{1-2x}$`</span></div>","<div><span class=""fs-equation"">`$\frac{x}{1-x}$`</span></div>","<div><span class=""fs-equation"">`$\frac{x}{1+2x}$`</span></div>",,,,,,,,,,,,,,,,,0
